sentenceID,labels.rhetClass,enrichmentSet.rhetClass,text
1813552P86S2,ReasoningSentence,EvidenceSentence,"Although the Veteran clearly has a serious disability, he exhibits few of the symptoms noted as applicable for a 100 percent rating."
1813552P86S3,,EvidenceSentence,"There has been no indication of gross impairment of thought processes or communication, persistent danger of hurting self or others, intermittent inability to perform activities of daily living, disorientation to time or place, or memory loss for names of close relatives, own occupation, or own name."
1813552P87S2,,EvidenceSentence,The medical evidence of record does not indicate that the Veteran is a persistent danger of harm to himself or others.
1813552P87S3,,EvidenceSentence,The evidence of record does indicate that the Veteran has experienced periods of suicidal ideation.
1813552P87S4,,EvidenceSentence,"For example, during his Board hearing, the Veteran admitted to sometimes daily suicidal thoughts."
1813552P87S5,,EvidenceSentence,"The Veteran also stated that he considered going into the garage, getting drunk, and starting the cars and never waking up."
1813552P87S6,,EvidenceSentence,"In this regard, he denied a plan or intent to harm himself or others, noting that he would never do it because of his family."
1813552P87S7,,EvidenceSentence,"The Veteran's daughter indicated that the Veteran started fist fights with his son, his wife and the dog."
1813552P87S8,,EvidenceSentence,"However, during his April 2013 VA examination, the Veteran denied problems with domestic violence."
1813552P87S9,,EvidenceSentence,"Additionally, the October 2015 VA examiner stated that the Veteran should not be considered a current imminent risk or increased current imminent risk."
1813552P87S10,ReasoningSentence,EvidenceSentence,"As such, his symptoms appear to more nearly approximate those for a 70 percent rating, specifically suicidal or homicidal ideation, but without rising to the level required for a 100 percent rating, specifically a persistent danger of hurting self or others."
1813552P88S2,,EvidenceSentence,"Moreover, although the evidence of record suggests some memory and cognitive problems, the Veteran has never forgotten the names of close relatives or his own name."
1813552P88S3,,EvidenceSentence,He has also always been oriented at least times three.
1813552P88S4,ReasoningSentence,EvidenceSentence,"As such, his symptoms appear to more nearly approximate those for a 70 percent rating."
1813552P89S2,,EvidenceSentence,"In April 2013, the VA examiner noted that the Veteran had mild problems with appropriate hygiene."
1813552P89S3,,EvidenceSentence,"However, during his Idaho CBOC examination, the Veteran was described as being casually dress and fairly groomed."
1813552P89S4,,EvidenceSentence,"During his October 2014 and June 2015 examinations with Dr. P, the Veteran was described as being neatly dressed and well-groomed."
1813552P89S5,,FindingSentence,"The Board finds that the frequency, duration, and severity of the symptoms more nearly approximate occupational and social impairment with deficiencies in most areas."
1813552P90S2,,EvidenceSentence,"Finally, the Board acknowledges that during the appeal period, the Veteran's GAF scores were 50, suggesting serious symptoms."
1813552P90S3,FindingSentence,EvidenceSentence,"The Board finds that the evidence of record indicates that such problems adversely affect his social and occupational functioning to warrant a 70 percent disability rating, but no higher."
1813552P91S2,ReasoningSentence,EvidenceSentence,"For these reasons, the evidence of record indicates the Veteran has social impairment with deficiencies in most areas, including social and family relations, but not total social impairment, commensurate with a 70 percent rating, but no higher."
1813552P91S3,FindingSentence,CitationSentence,"Although the Veteran may meet some of the criteria for a 100 percent rating, see Mauerhan, 16 Vet. App. at 442, the Board concludes his overall level of disability does not exceed a 70 percent rating."
1813552P92S2,FindingSentence,Sentence,"The Board has considered the Veteran's claim and the lay and medical evidence, and concludes the evidence of record more nearly approximates the criteria for a 70 percent rating for the Veteran's PTSD from April 25, 2013 to the present."
1813552P92S3,,CitationSentence,"See 38 U.S.C. Â§ 5107(b); 38 C.F.R. Â§Â§ 4.3, 4.7; Gilbert v. Derwinski, 1 Vet. App. 49, 53 (1990)."
1813552P93S2,,Sentence,III.
1813552P93S3,,Sentence,TDIU
1813552P94S2,,LegalRuleSentence,It is the established policy of VA that all veterans who are unable to secure or follow a substantially gainful occupation by reason of service-connected disabilities shall be rated totally disabled.
1813552P94S3,,CitationSentence,See 38 C.F.R. Â§ 4.16.
1813552P94S4,LegalRuleSentence,ReasoningSentence,A finding of total disability is appropriate when there is present any impairment of mind or body which is sufficient to render it impossible for the average person to follow a substantially gainful occupation.
1813552P94S5,CitationSentence,Sentence,"38 C.F.R. Â§Â§ 3.340(a)(1), 4.15."
1813552P95S2,LegalRuleSentence,EvidenceSentence,"""Substantially gainful"" employment is employment that is ""ordinarily followed by the nondisabled to earn their livelihood with earnings common to the particular occupation in the community where the veteran resides."""
1813552P95S3,,CitationSentence,"See Moore v. Derwinski, 1 Vet. App. 356, 358 (1991) (adding that the definition of substantially gainful employment suggests a living wage)."
1813552P95S4,ReasoningSentence,Sentence,Marginal employment is not considered substantially gainful employment.
1813552P95S5,,CitationSentence,"See 38 C.F.R. Â§ 4.16(a); see also Moore, 1 Vet. App. at 358 (""The ability to work only a few hours a day or only sporadically is not the ability to engage in substantially gainful employment."")."
1813552P96S2,,LegalRuleSentence,A TDIU may be assigned if the schedular rating is less than total when it is found that the veteran is unable to secure or follow a substantially gainful occupation as a result of service-connected disabilities.
1813552P96S3,,CitationSentence,"See 38 C.F.R. Â§Â§ 3.340, 3.341, 4.16(a)."
1813552P96S4,,LegalRuleSentence,"If there is only one such service-connected disability, it must be ratable at 60 percent or more."
1813552P96S5,,CitationSentence,38 C.F.R. Â§ 4.16(a).
1813552P96S6,,LegalRuleSentence,"If there are two or more such disabilities, at least one disability must be rated at 40 percent or more, and there must be sufficient additional service-connected disability to bring the combined rating to 70 percent or more."
1813552P96S7,,CitationSentence,Id.
1813552P96S8,LegalRuleSentence,CitationSentence,"Where applicable, disabilities resulting from a common etiology are considered a single disability for the purpose of satisfying the percentage standards set forth in 38 C.F.R. Â§ 4.16(a)."
1813552P97S2,,LegalRuleSentence,"Where the schedular criteria set forth above are not met, but a veteran is nonetheless found to be unemployable by reason of service-connected disabilities, VA shall submit the case to the Director of Compensation Service for extraschedular consideration."
1813552P97S3,,CitationSentence,See 38 C.F.R. Â§ 4.16(b).
1813552P98S2,,ReasoningSentence,"A TDIU claim presupposes that the rating for the service-connected condition is less than 100 percent, and only asks for TDIU because of subjective factors that the objective rating does not consider."
1813552P98S3,,CitationSentence,"See Vettese v. Brown, 7 Vet. App. 31, 34-35 (1994)."
1813552P98S4,LegalRuleSentence,ReasoningSentence,"Thus, in evaluating a veteran's employability, consideration may be given to his level of education, special training, and previous work experience in arriving at a conclusion, but not to his age or to impairment caused by non-service-connected disabilities."
1813552P98S5,,CitationSentence,"See 38 C.F.R. Â§Â§ 3.341(a), 4.16, 4.19."
1813552P99S2,ReasoningSentence,Sentence,The sole fact that a claimant is unemployed or has difficulty obtaining employment is not enough.
1813552P99S3,ReasoningSentence,EvidenceSentence,A high rating in itself is recognition that the impairment makes it difficult to obtain or keep employment.
1813552P99S4,ReasoningSentence,EvidenceSentence,"The ultimate question, however, is whether the Veteran is capable of performing the physical and mental acts required by employment, not whether he or she can find employment."
1813552P99S5,,CitationSentence,"Van Hoose v. Brown, 4 Vet. App. 361, 363 (1993)."
1813552P100S2,,Sentence,i.
1813552P100S3,Sentence,EvidenceSentence,"Entitlement to TDIU prior to August 25, 2013"
1813552P101S2,,Sentence,a.
1813552P101S3,,Sentence,TDIU on a schedular basis
1813552P102S2,,EvidenceSentence,"In June 2012, the Veteran filed an application for an increased rating for PTSD."
1813552P102S3,,EvidenceSentence,"During his August 2016 Board hearing, the Veteran stated that because of his PTSD, he was unable to follow substantially gainful employment."
1813552P102S4,,CitationSentence,See Hearing testimony entered in Caseflow Reader in August 2016 at 8.
1813552P102S5,,LegalRuleSentence,"In Rice v. Shinseki, 22 Vet. App. 447 (2009), the Court held that a claim for a TDIU is part of an increased rating claim when such claim is expressly raised by a veteran or reasonably raised by the record."
1813552P102S6,,FindingSentence,"As such, the Board finds that the issue of TDIU has been raised."
1813552P103S2,,EvidenceSentence,"The Board notes that prior to April 25, 2013, the Veteran was service connected for PTSD rated at 50 percent effective June 1, 2012, tinnitus rated at 10 percent effective February 23, 2009, and bilateral hearing loss with a noncompensable rating."
